Mode,Category,Subcategory,Note,Income/Expense,Amount(Pounds),date
Cash,Household,Hardware,Wall hanging clipboard,Expense,3.6799999999999997,
Cash,Beauty,grooming,hair cut,Expense,0.9199999999999999,
Cash,Household,Hardware,ceiling fans repair,Expense,14.719999999999999,
Cash,Transportation,auto,2 Place 0 to Current Residence,Expense,0.276,2024-03-12
Cash,Food,beverage,2 sugarcane juice,Expense,0.368,2024-03-12
Cash,Food,Lunch,pav bhaji pav(90) + 4 pav extra(40),Expense,1.196,2024-03-12
Cash,Culture,Movie,2 Batman tickets,Expense,4.048,2024-03-12
Cash,Transportation,Train,2 Place 0 to Place 4 return,Expense,0.368,2024-03-12
Cash,Transportation,auto,2 Current Residence to Place 0,Expense,0.276,2024-03-12
Cash,Transportation,auto,2 Place 0 to Current Residence,Expense,0.276,2024-03-11
Cash,Transportation,Train,2 Place 0 to WS returns,Expense,0.184,2024-03-11
Cash,Food,snacks,bhel + shev puri,Expense,0.552,2024-03-11
Saving Bank account 1,Food,Grocery,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,Expense,1.8399999999999999,2024-03-11
Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1,Expense,14.719816,2024-03-10
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,Expense,2.7232,2024-03-10
Saving Bank account 1,Food,Milk,milk 1lit ,Expense,0.5704,2024-03-10
Saving Bank account 1,Food,snacks,3 plate kachori,Expense,0.6624,2024-03-10
Saving Bank account 1,Recurring Deposit,,,Transfer-Out,9.2,2024-03-10
Saving Bank account 1,Equity Mutual Fund F,,,Transfer-Out,9.2,2024-03-10
Cash,Food,beverage,2 orange juices,Expense,0.9199999999999999,2024-03-09
Saving Bank account 1,Food,Grocery,2 Schwan chutteny + 2 cheese cube + amul butter,Expense,0.9199999999999999,2024-03-09
Saving Bank account 1,Food,Ice cream,naturals,Expense,1.38,2024-03-08
Cash,Food,fruits,1 kg apple + grapes 0.5 kg,Expense,1.748,2024-03-07
Cash,Food,Grocery,,Expense,0.966,2024-03-07
Saving Bank account 1,Food,Ice cream,vanilla ice cream cups 2,Expense,0.184,2024-03-07
Saving Bank account 1,Food,Milk,milk 1lit ,Expense,0.5704,2024-03-07
Saving Bank account 1,Equity Mutual Fund E,,,Transfer-Out,9.2,2024-03-07
Saving Bank account 1,subscription,Edtech Course,,Expense,24.840919999999997,2024-03-07
Cash,Food,Milk,milk 1lit ,Expense,0.5704,2024-03-06
Cash,Food,breakfast,2 plate medu vada + 2 pcs dal vada,Expense,0.414,2024-03-06
Cash,Apparel,Footwear,footwear repair,Expense,0.092,2024-03-05
Cash,Household,Toiletries,plastic kharata + brush,Expense,1.288,2024-03-05
Saving Bank account 1,Food,Grocery,,Expense,8.7308,2024-03-05
Cash,Transportation,auto,Place 0 to sec 21,Expense,0.276,2024-03-05
Cash,Food,beverage,sugarcane juice 2,Expense,0.276,2024-03-05
Cash,Transportation,Train,Place 0 to Place 6 return 2,Expense,0.184,2024-03-05
Cash,Transportation,auto,Current Residence to Place 0,Expense,0.276,2024-03-05
Saving Bank account 1,Recurring Deposit,,,Transfer-Out,9.2,2024-03-05
Saving Bank account 1,Equity Mutual Fund A,,,Transfer-Out,9.2,2024-03-05
Cash,Food,Ice cream,vanilla ice cream cups 2,Expense,0.184,2024-03-04
Saving Bank account 1,Food,Grocery,milk 1 lit + butter milk + srikhand pav kg,Expense,1.3616,2024-03-03
Cash,Household,Hardware,measuring tape,Expense,0.45999999999999996,2024-03-01
Saving Bank account 1,Public Provident Fund,,,Transfer-Out,92.0,2024-03-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-03-01
Cash,Transportation,Taxi,within city,Expense,0.368,
Saving Bank account 1,Salary,,From workplace ,Income,515.3932,
Cash,Food,Grocery,sabudana + rajgira ladu,Expense,0.782,
Cash,Transportation,auto,Place 0 to Current Residence,Expense,0.276,
Cash,Transportation,Train,2 Place 3m to vadala rd,Expense,0.092,
Cash,Transportation,Bus,BEST 138 - Marine drive to Place 3m,Expense,0.1104,
Cash,Food,Tea,,Expense,0.092,
Cash,Other,,fine,Expense,3.6799999999999997,
Saving Bank account 1,Food,Dinner,At restaurant,Expense,22.2732,
Cash,Transportation,Train,2 Santacruz to churchgate,Expense,0.184,
Cash,Food,breakfast,sugarcane juice 2,Expense,0.276,
Cash,Transportation,auto,share auto - mumbai University Kalina to Santacruz station,Expense,0.368,
Cash,Transportation,auto,Current Residence to Place 0,Expense,0.276,
Cash,Transportation,Train,2 Santacruz return,Expense,0.736,
Cash,Transportation,auto,Santacruz to Kalina University,Expense,0.5244,
Cash,Transportation,Train,2 TB return,Expense,0.368,
Cash,Transportation,auto,Place 0 to Current Residence,Expense,0.276,
Cash,Transportation,auto,Current Residence to Place 0,Expense,0.276,
Saving Bank account 1,Food,Lunch,6 chapati(8 rs) + half rice,Expense,0.8096,
Cash,Household,Appliances,3 Wall clock cell,Expense,0.506,
Saving Bank account 1,Food,Milk,milk 1lit  + amul butter milk,Expense,0.6992,
Cash,Transportation,Train,Place 0 to WS returns,Expense,0.184,
Cash,Transportation,auto,Current Residence to Place 0,Expense,0.276,
Saving Bank account 1,Household,Kirana,,Expense,7.7832,
Cash,Household,Kitchen,dustbin + basin sink cover,Expense,3.312,
Saving Bank account 1,Food,snacks,2 Jumbo king burger,Expense,0.5336,
Saving Bank account 1,Household,Appliances,exide inverter battery 150amp,Expense,78.2,
Cash,Household,Appliances,tube and inverter fitting,Expense,14.719999999999999,
Cash,Household,Kitchen,hp cylinder,Expense,8.464,
Saving Bank account 1,Food,Dinner,veg paneer tikka 4 roti,Expense,2.9255999999999998,
Saving Bank account 1,subscription,Tata Sky,,Expense,0.9199999999999999,
Saving Bank account 1,Food,Lunch,veg triple Schwan fried rice,Expense,2.2723999999999998,
Cash,Food,Grocery,milk 1 lit + butter milk,Expense,0.69,
Cash,Food,Tea,3 tea yevle amrutullya,Expense,0.276,
Cash,Food,Lunch,At restaurant,Expense,0.9199999999999999,
Cash,Food,Ice cream,2 vanilla + 2 butterscotch,Expense,0.736,
Cash,Education,Stationary,stamp pad,Expense,0.276,
Saving Bank account 1,Transportation,Taxi,Place 2 to Place 1,Expense,50.6,
Cash,Food,snacks,pav vada,Expense,0.092,
Cash,Money transfer,,To Family,Expense,0.2116,
Cash,Food,beverage,sugarcane juice 2,Expense,0.276,
Cash,Education,Stationary,laminated colour print out,Expense,0.22999999999999998,
Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,Expense,4.5816,
Cash,Family,Pocket money,,Expense,4.6,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.7692,
Saving Bank account 1,Gift,,farewell contribution,Expense,3.6799999999999997,
Saving Bank account 1,Life Insurance,,,Transfer-Out,103.8312,2024-02-15
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.7692,
Saving Bank account 1,Other,,laptop repair (format 350 + quick heal pro 500),Expense,7.82,2024-02-12
Cash,Other,, courier,Expense,0.69,2024-02-11
Cash,Food,snacks,single pav vada,Expense,0.092,2024-02-11
Cash,Family,Pocket money,,Expense,9.2,2024-02-11
Saving Bank account 1,Recurring Deposit,,,Transfer-Out,9.2,2024-02-10
Saving Bank account 1,Equity Mutual Fund F,,,Transfer-Out,9.2,2024-02-10
Saving Bank account 1,Gift,,Handbag to Family,Expense,13.790799999999999,2024-02-08
Saving Bank account 1,Equity Mutual Fund E,,,Transfer-Out,9.2,2024-02-07
Cash,Food,fruits,half kg chiku,Expense,0.276,2024-02-06
Cash,Food,fruits,1 kg apple,Expense,1.288,2024-02-06
Cash,Food,Grocery,vegetables,Expense,1.794,2024-02-06
Saving Bank account 1,Food,Grocery,jira + toast pav kilo,Expense,1.012,2024-02-06
Cash,Transportation,auto,within city,Expense,0.368,2024-02-05
Cash,Food,Tea,,Expense,0.092,2024-02-05
Cash,Transportation,Bus,N to M,Expense,3.036,2024-02-05
Saving Bank account 1,Recurring Deposit,,,Transfer-Out,9.2,2024-02-05
Saving Bank account 1,Equity Mutual Fund A,,,Transfer-Out,9.2,2024-02-05
Cash,Apparel,Laundry,clothes ironing,Expense,0.3496,2024-02-04
Saving Bank account 1,Food,beverage,5 pouch of shreejal,Expense,0.552,2024-02-04
Cash,Food,snacks,samosa + sabudana vada,Expense,0.4876,2024-02-04
Cash,Food,Milk,half liter buffalo,Expense,0.276,2024-02-04
Cash,Health,Medicine,meftal spas,Expense,0.0736,2024-02-03
Saving Bank account 1,Food,Dinner,parath + chicken biryani,Expense,3.7927,2024-02-03
Cash,Food,beverage,shreejal 1,Expense,0.1104,2024-02-03
Cash,Food,breakfast,parle top biscuits,Expense,0.092,2024-02-03
Saving Bank account 1,Food,snacks,chicken roll,Expense,0.45999999999999996,2024-02-03
Saving Bank account 1,subscription,Edtech Course,,Expense,24.840919999999997,2024-02-03
Saving Bank account 1,Food,Dinner,At restaurant,Expense,10.672,2024-02-02
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.7692,2024-02-02
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.7692,2024-02-01
Saving Bank account 1,Food,Milk,half liter buffalo,Expense,0.3036,2024-02-01
Saving Bank account 1,Public Provident Fund,,,Transfer-Out,92.0,2024-02-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-02-01
Saving Bank account 1,Salary,,From workplace ,Income,580.5292,
Saving Bank account 1,Food,Milk,half liter buffalo,Expense,0.322,
Saving Bank account 1,Food,Milk,half liter buffalo,Expense,0.322,
Cash,Food,snacks,single pav vada,Expense,0.138,
Cash,Food,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),Expense,2.3,
Cash,Food,snacks,cheese chilli toast sandwich 1,Expense,0.552,
Cash,Food,snacks,2 Shegaon kachori (nasik),Expense,0.276,
Saving Bank account 1,Food,breakfast,brown bread,Expense,0.322,
Cash,Food,Milk,half liter buffalo,Expense,0.322,
Cash,Transportation,auto,within city,Expense,0.276,
Cash,Transportation,Bus,2 tickets Place 2 to N,Expense,4.692,
Cash,Transportation,auto,within city,Expense,0.276,
Saving Bank account 1,subscription,Tata Sky,,Expense,1.6652,
Saving Bank account 1,Gift,,Birthday gift,Expense,5.9708,
Saving Bank account 1,Family,Pocket money,,Expense,18.4,
Cash,Food,Grocery,,Expense,3.772,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge,Expense,1.3708,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.7692,
Cash,Food,snacks,2 Bombay vada pav,Expense,0.184,
Saving Bank account 1,Family,medicine,syrup,Expense,1.334,
Cash,Transportation,auto,GHroad to Permanent Residence,Expense,0.368,
Saving Bank account 1,Household,Furniture,chair pair,Expense,22.08,
Saving Bank account 1,Other,,adhar pvc card order,Expense,0.45999999999999996,
Cash,Food,Grocery,chole + shev,Expense,1.288,
Cash,Food,Grocery,fruits and vegetables + kirana,Expense,4.968,
Cash,Food,Grocery,3 chips packets + bread,Expense,0.414,2024-01-11
Saving Bank account 1,Health,Medicine,adulsa ( tonic for cough ),Expense,0.828,2024-01-11
Saving Bank account 1,Recurring Deposit,,,Transfer-Out,9.2,2024-01-10
Saving Bank account 1,Equity Mutual Fund F,,,Transfer-Out,9.2,2024-01-10
Cash,Food,fruits,1 kg apple + bananas,Expense,1.472,2024-01-10
Saving Bank account 1,Food,Grocery,Himalaya soap(30) + Sofie (59) + kitkat (10),Expense,0.9107999999999999,2024-01-09
Cash,Beauty,grooming,hair cut+shaving,Expense,0.736,2024-01-09
Saving Bank account 1,subscription,Netflix,1 month subscription,Expense,1.3708,2024-01-08
Cash,Transportation,auto,Place 2 bus stand to Permanent Residence,Expense,0.45999999999999996,2024-01-08
Saving Bank account 1,Food,snacks,woffel,Expense,1.6099999999999999,2024-01-07
Cash,Transportation,auto,Current Residence to hotel on highway,Expense,0.45999999999999996,2024-01-07
Saving Bank account 1,Equity Mutual Fund E,,,Transfer-Out,9.2,2024-01-07
Saving Bank account 1,Transportation,Travels,Place 1 to Place 2 - Novelty tour and travels,Expense,12.8478,2024-01-06
Saving Bank account 1,Food,Dinner,veg paneer tikka 3 roti,Expense,2.7048,2024-01-06
Cash,Food,Milk,milk 0.5 lit ,Expense,0.2852,2024-01-06
Cash,Household,Appliances,moscuito racket,Expense,1.8399999999999999,2024-01-06
Saving Bank account 1,Food,snacks,4 Shegaon kachori,Expense,0.4416,2024-01-06
Saving Bank account 1,Recurring Deposit,,,Transfer-Out,9.2,2024-01-05
Saving Bank account 1,Equity Mutual Fund A,,,Transfer-Out,9.2,2024-01-05
Cash,Household,Appliances,inverter battery check,Expense,0.9199999999999999,2024-01-05
Cash,Food,Milk,milk 0.5 lit ,Expense,0.2852,2024-01-05
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.7692,2024-01-05
Cash,Food,Grocery,biscuits+icecream,Expense,0.368,2024-01-04
Saving Bank account 1,subscription,Edtech Course,,Expense,25.915664,2024-01-03
Cash,Food,Grocery,fruits and vegetables,Expense,1.288,2024-01-03
Cash,Food,chocolate,Pastry 2,Expense,0.45999999999999996,2024-01-03
Cash,Food,Tea,yevle amrutullya,Expense,0.184,2024-01-03
Saving Bank account 1,Food,Milk,milk 0.5 lit ,Expense,0.2852,2024-01-03
Cash,Food,Lunch,2 uttapam,Expense,2.852,2024-01-03
Cash,Food,Water,,Expense,0.644,2024-01-03
Cash,Food,Lunch,farm house pizza,Expense,3.036,2024-01-03
Cash,Culture,Movie,Imax 3D,Expense,3.6799999999999997,2024-01-03
Cash,Transportation,train,Place 0 to WS returns,Expense,0.184,2024-01-03
Cash,Transportation,auto,Current Residence to Place 0,Expense,0.276,2024-01-03
Cash,Transportation,auto,Current Residence to Place 0,Expense,0.552,2024-01-02
Cash,Household,Kitchen,belan,Expense,1.012,2024-01-02
Saving Bank account 1,Food,Dinner,1 veg noodles + 1 chicken soup + 1 egg fried rice,Expense,3.5512,2024-01-02
Saving Bank account 1,Food,Grocery,fruits and vegetables,Expense,4.692,2024-01-01
Saving Bank account 1,Health,Medicine,antibiotics,Expense,3.2568,2024-01-01
Cash,Food,Grocery,1kg atta,Expense,0.368,2024-01-01
Saving Bank account 1,Household,Kitchen,Channi + viper+ ghasni,Expense,0.45999999999999996,2024-01-01
Saving Bank account 1,Food,Dinner,pizza meal,Expense,3.128,2024-01-01
Saving Bank account 1,Health,Hospital,Doctor Fees,Expense,2.76,2024-01-01
Saving Bank account 1,Public Provident Fund,,,Transfer-Out,92.0,2024-01-01
Saving Bank account 1,Money transfer,,,Expense,920.0,2024-01-01
Saving Bank account 1,Food,Grocery,milk + butter + biscuits/toast,Expense,0.7084,
Saving Bank account 1,Food,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,Expense,3.4499999999999997,
Cash,Food,snacks,1 Panipuri,Expense,0.22999999999999998,
Saving Bank account 1,Gift,,Birthday gift,Expense,10.0832,
Saving Bank account 1,Health,Medicine,strepsils 1 strip,Expense,0.2208,
Saving Bank account 1,Food,Lunch,veg fried rice,Expense,1.564,
Saving Bank account 1,Salary,,From workplace ,Income,520.4808,
Cash,subscription,Edtech Course,EMI 1,Expense,25.9072,
Saving Bank account 1,Food,Grocery,edible oil,Expense,1.472,
Cash,Transportation,auto,Permanent Residence to bus stand,Expense,0.9199999999999999,
Cash,Other,,xerox,Expense,0.22999999999999998,
Cash,Food,snacks,2 chips packets,Expense,0.092,
Cash,Food,flour mill,1 sher bajri 1 kg dadar 1 kg makka,Expense,0.1288,
Saving Bank account 1,subscription,Tata Sky,,Expense,1.9687999999999999,
Saving Bank account 1,Transportation,train,LTT to Place 2 (Patna Exp) cancellation,Expense,3.7076,
Saving Bank account 1,Gift,,Nokia 215 mobile for Aai,Expense,29.394,
Cash,Food,Grocery,Monaco biscuits,Expense,0.092,
Saving Bank account 1,Other,,specs,Expense,16.376,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.7692,
Saving Bank account 1,Gift,,farewell contribution,Expense,2.622,
Saving Bank account 1,Transportation,train,Place 5 to Place 1 sevagram,Expense,0.10856,
Saving Bank account 1,Family,clothes,sweater,Expense,17.2408,
Saving Bank account 1,Transportation,train,LTT to Place 2 cancellation,Expense,2.31656,
Saving Bank account 1,Transportation,Travels,Place 2 to Place 1 - Novelty tour and travels,Expense,17.48,
Cash,Food,snacks,2 dabeli,Expense,0.276,
Saving Bank account 1,Household,Toiletries,sensitive toothbrush,Expense,0.4508,
Cash,Food,snacks,chips 1 Kurkure (19) 1 lays (10),Expense,0.2668,
Cash,Food,fruits,1 kg mosambi 1 kg apple,Expense,1.564,
Saving Bank account 1,Bonus,,reward Gpay,Income,0.046,
Saving Bank account 1,Family,Pocket money,,Expense,18.4,
Saving Bank account 1,Bonus,,reward Gpay,Income,0.1012,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.7692,
Cash,Food,vegetables,,Expense,1.8399999999999999,
Cash,Other,,kalnirnay calender,Expense,0.322,
Cash,Household,Toiletries,oralB toothbrush with cap,Expense,0.22999999999999998,
Saving Bank account 1,Gift,,farewell contribution,Expense,3.2199999999999998,
Cash,Other,,jeevan drop,Expense,0.414,2024-12-11
Cash,Health,Hospital,Doctor Fees,Expense,1.8399999999999999,2024-12-11
Saving Bank account 1,Health,Medicine,eye drop maxmoist,Expense,2.3644,2024-12-11
Cash,Food,Ice cream,chocobar,Expense,0.276,2024-12-10
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-12-10
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-12-10
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.7692,2024-12-09
Saving Bank account 1,Food,Grocery,cheese cubes(2),Expense,0.276,2024-12-08
Saving Bank account 1,Other,,OTT Platform 1 subscription,Expense,1.8308,2024-12-08
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-12-07
Cash,Family,medicine,tonic,Expense,1.426,2024-12-05
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-12-05
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-12-05
Cash,Food,vegetables,gilke,Expense,0.22999999999999998,2024-12-04
Cash,Food,vegetables,kadhipatta + 2 lemon,Expense,0.092,2024-12-04
Cash,Food,vegetables,kandyachi paat,Expense,0.0736,2024-12-04
Cash,Food,vegetables,tomato,Expense,0.276,2024-12-04
Cash,Food,vegetables,onion 1 kg,Expense,0.22999999999999998,2024-12-04
Cash,Food,vegetables,val + methi + lady finger,Expense,0.45999999999999996,2024-12-04
Cash,Food,vegetables,carrets + brinjal + flower,Expense,0.828,2024-12-04
Cash,Food,snacks,3 chips packets,Expense,0.138,2024-12-04
Cash,Food,snacks,pav bhaji pav 3 packets (8pcs each),Expense,0.414,2024-12-04
Cash,Food,fruits,8 bananas,Expense,0.184,2024-12-04
Cash,Food,Grocery,Colgate max fresh medium,Expense,0.506,2024-12-03
Cash,Food,chocolate,2 milkybar,Expense,0.184,2024-12-03
Saving Bank account 1,Investment,Public Provident Fund,,Expense,368.0,2024-12-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-12-01
Saving Bank account 1,Family,clothes,leggings,Expense,4.6,
Saving Bank account 1,Salary,,From workplace ,Income,520.5912,
Saving Bank account 1,Bonus,,reward Gpay,Income,0.046,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.3092,
Saving Bank account 1,subscription,Mobile Service Provider,mobile recharge sim 2,Expense,0.9016,
Cash,Family,misc,Himalaya shampoo,Expense,0.552,
Saving Bank account 1,Household,Appliances,Metz 32 inch TV,Expense,188.6,
Cash,Other,,flour mill,Expense,0.0736,
Cash,Food,Ice cream,mava 1 large,Expense,0.184,
Saving Bank account 1,Bonus,,reward Gpay,Income,0.046,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.3092,
Cash,Transportation,auto,within city,Expense,0.45999999999999996,
Cash,Health,Medicine,strepsils,Expense,0.138,
Cash,Transportation,auto,within city,Expense,0.644,
Cash,Transportation,auto,Locality V to Permanent Residence,Expense,0.45999999999999996,
Cash,Food,chocolate,poppins,Expense,0.0184,
Saving Bank account 1,Food,Eating out,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",Expense,10.000399999999999,
Cash,Transportation,auto,within city,Expense,0.45999999999999996,
Cash,Food,Water,two water bottles,Expense,0.368,
Cash,Other,,Sayaji baug express (50/adult),Expense,0.9199999999999999,
Cash,Transportation,auto,ola auto - BRC ,Expense,0.368,
Cash,Transportation,Bus,Place T to brc,Expense,0.8648,
Cash,Transportation,Taxi,share jeep - Place T top to base (50/person),Expense,0.9199999999999999,
Cash,Food,beverage,lemon juice ( 20/person),Expense,0.368,
Cash,Other,,"Puja saman (150 for 5 Nariyal, 400 for 1kg sweets and 190 for rest)",Expense,6.808,
Cash,Transportation,ropeway,ropeway Place T to and fro (169/person),Expense,3.1096,
Cash,Transportation,Taxi,share jeep - Place T base to top (50/person),Expense,0.9199999999999999,
Cash,Transportation,auto,share auto - Place H to Place T base (20/person),Expense,0.368,
Cash,Transportation,Bus,bus - brc to Place H ( 27/person),Expense,0.4968,
Cash,Transportation,auto,within city,Expense,0.736,
Cash,Food,snacks,single pav vada,Expense,0.092,
Cash,Food,Grocery,lemons,Expense,0.184,
Cash,Other,,flowers,Expense,0.092,
Cash,Food,fruits,apple + mosambi 1kg each,Expense,1.656,
Saving Bank account 1,Transportation,Travels,Veer Travels - BRC to Place 2 ( 2 Adults),Expense,16.56,
Saving Bank account 1,Transportation,Travels,Kabra Travels - Place 2 to BRC (2 Adults),Expense,42.8904,
Cash,Health,Medicine,mouth fresh,Expense,0.506,2024-11-12
Cash,Food,snacks,Bombay vada pav,Expense,0.092,2024-11-12
Cash,Transportation,auto,Permanent Residence to Bandhu prem,Expense,0.368,2024-11-10
Saving Bank account 1,Investment,RD,RD,Expense,9.2,2024-11-10
Saving Bank account 1,Investment,LIC,Life Insurance,Expense,103.8312,2024-11-10
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-11-10
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-11-10
Cash,Other,,gulal,Expense,0.092,2024-11-09
Saving Bank account 1,subscription,Netflix,1 month subscription,Expense,1.8308,2024-11-08
Cash,Food,Eating out,ice cream,Expense,0.414,2024-11-07
Cash,Transportation,auto,Permanent Residence to hospital,Expense,0.276,2024-11-05
Saving Bank account 1,Investment,RD,RD,Expense,9.2,2024-11-05
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-11-05
Cash,Festivals,Diwali,firecracker,Expense,0.45999999999999996,2024-11-04
Cash,Food,Grocery,butter + frozen vatana+ 9 pan,Expense,2.208,2024-11-03
Saving Bank account 1,Other,,cake + Happy Birthday letters,Expense,4.324,2024-11-03
Saving Bank account 1,Health,Medicine,medicine,Expense,6.4399999999999995,2024-11-03
Saving Bank account 1,Bonus,,Diwali gift,Income,13.799999999999999,2024-11-03
Cash,Grooming,Saloon,cutting + shaving,Expense,0.736,2024-11-02
Cash,Festivals,Diwali,firecracker,Expense,4.14,2024-11-01
Cash,Food,fruits,mosambi 1kg,Expense,0.45999999999999996,2024-11-01
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-11-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-11-01
Saving Bank account 1,Festivals,Diwali,Mi band 5 ( Bhaiduj gift),Expense,18.3908,
Saving Bank account 1,Salary,,From workplace ,Income,521.1524,
Saving Bank account 1,Health,Medicine,syrup+tablet+ mortein refill,Expense,2.0332,
Cash,Transportation,auto,Permanent Residence to pathology,Expense,0.368,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Saving Bank account 1,Family,gift,Undated Planner - June shop,Expense,10.29664,
Cash,Food,Grocery,mehndi,Expense,0.22999999999999998,
Cash,Food,fruits,apple + mosambi 1kg each,Expense,1.564,
Saving Bank account 1,Health,Medicine,,Expense,5.6764,
Cash,Food,snacks,egg roll,Expense,0.22999999999999998,
Cash,Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,Expense,2.944,
Cash,Food,Grocery,Khari,Expense,0.322,
Cash,Food,Eating out,pav vada,Expense,0.184,
Cash,Food,Grocery,butter + paneer + pav+batate+tamate,Expense,1.978,
Saving Bank account 1,Food,Grocery,,Expense,3.956,
Saving Bank account 1,Food,Grocery,sugar + biscuits,Expense,1.104,
Saving Bank account 1,Family,misc,scratch guard ipad,Expense,2.2908,
Saving Bank account 1,Food,Grocery,coconut,Expense,1.38,2024-10-12
Cash,Food,Grocery,apple half kg+ mixer repair+flowers,Expense,0.9199999999999999,2024-10-10
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-10-10
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-10-10
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-10-10
Saving Bank account 1,Family,misc,scratch guard ipad,Expense,2.2908,2024-10-09
Saving Bank account 1,Health,Medicine,,Expense,0.368,2024-10-09
Saving Bank account 1,Transportation,auto,Permanent Residence to hospital to n fro,Expense,0.736,2024-10-09
Saving Bank account 1,Food,Grocery,mosambi 1kg+ gavar pav kilo+lemon 3 + kothimbir,Expense,0.828,2024-10-09
Saving Bank account 1,Beauty,grooming,razor,Expense,1.6008,2024-10-08
Saving Bank account 1,subscription,Netflix,1 month subscription,Expense,1.8308,2024-10-07
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-10-05
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-10-05
Cash,Festivals,Navratri,vargini,Expense,1.8399999999999999,2024-10-01
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-10-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-10-01
Saving Bank account 1,Interest,,interest paid,Income,7.6819999999999995,
Saving Bank account 1,Salary,,From workplace ,Income,534.1336,
Cash,Other,,flour mill,Expense,0.2944,
Cash,Food,Milk,,Expense,0.3036,
Cash,Food,Grocery,chocobar+milk+chips,Expense,0.874,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Saving Bank account 1,Family,gift,baggit purse,Expense,4.0203999999999995,
Cash,Food,snacks,brownie,Expense,0.644,
Saving Bank account 1,Food,Eating out,riverdine date,Expense,7.774,
Cash,Food,Grocery,bread,Expense,0.322,2024-09-12
Cash,Food,Milk,half liter buffalo,Expense,0.322,2024-09-12
Saving Bank account 1,Food,snacks,vanilla ice cream cups 2,Expense,0.184,2024-09-12
Cash,Food,Grocery,badishop,Expense,0.644,2024-09-11
Saving Bank account 1,Food,Milk,half liter buffalo,Expense,0.322,2024-09-11
Cash,Transportation,auto,meghdoot to plaza,Expense,0.184,2024-09-11
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-09-10
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-09-10
Cash,Food,Milk,1lit buffalo milk,Expense,0.644,2024-09-09
Saving Bank account 1,Food,beverage,cold coffee,Expense,0.276,2024-09-08
Cash,Food,Grocery,bread,Expense,0.184,2024-09-08
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,2024-09-08
Cash,Food,Eggs,1 dozen,Expense,0.6624,2024-09-07
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-09-07
Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,Expense,5.5062,2024-09-06
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-09-05
